codigo;nome;cidade;endereco;descricao_portugues;descricao_ingles;slogan;ponto_de_contato;email;site;telefone;area;produtos
47;NEURON ELETRÔNICA;São José dos Campos;Avenida Nove de Julho, 765, Sala 31, Box No. A122;A Neuron Eletrônica é uma empresa com longo histórico de atuação no Programa Espacial Brasileiro e em monitoramento ambiental remoto. Iniciou suas atividades em março de 1993, desenvolvendo equipamentos de radiofrequência e micro-ondas para os programas MECB (SSR) e CBERS 1 & 2. Para o CBERS forneceu 45 modelos de qualificação e de voo de transponders, transmissores, diplexers e antenas helicoidais nas bandas VHF, UHF e S, e o modelo de engenharia do amplificador na banda X do Subsistema IRMSS DT. Participou como subcontratada do desenvolvimento do Subsistema TT&C da PMM (Plataforma Multi-Missão). No programa CBERS 3 & 4 participou do fornecimento dos Subsistemas MWT, de Transmissão de Dados das Câmaras MUX e WFI, DCS, de Coleta de Dados, e TT&C, de Telemetria e Comando. Participou, como subcontratada, do desenvolvimento do Subsistema de Transmissão de Dados do satélite Amazônia 1. Seu principal produto de monitoramento é a Boia SIMA-1.;Neuron Eletrônica is a company with a long history of performance in the Brazilian Space Program and in remote environmental monitoring. It started its activities in March 1993, developing radiofrequency and microwave equipment for the MECB (SSR) and CBERS 1 & 2 programs. For CBERS it supplied 45 qualification and flight models of transponders, transmitters, diplexers and helical antennas in the VHF, UHF and S bands, and the engineering model of the X band amplifier of the IRMSS DT Subsystem. It participated as a subcontractor in the development of the PMM TT&C Subsystem (Multi-Mission Platform). In the CBERS 3 & 4 program, it participated in the supply of the MWT Subsystems, Data Transmission of the MUX and WFI Cameras, DCS, Data Collection, and TT&C, Telemetry and Command. It participated, as a subcontractor, in the development of the Data Transmission Subsystem of the Amazonia 1 satellite. Its main monitoring product is the SIMA-1 Buoy.;Uma empresa baseada em conhecimento com a melhor resposta para sua demanda;Claudemir Marcos da Silva;claudemir.marcos.da.silva@gmail.com;www.neuron.com.br;+55 12 99739-3056;Satélites | Serviços;Serviços de Engenharia (consultoria, engenharia de sistemas, gerenciamento de projetos, projeto, prototipagem e qualificação de sistemas e equipamentos eletrônicos) nas áreas de RF & micro-ondas, telecomunicações, antenas, equipamentos eletrônicos analógicos e micro controlados | Serviços de Montagem e Testes (sistemas e equipamentos eletrônicos para aplicação espacial, críticas e especiais) | Antena TT&C Banda S (quadrifilar, polarizações RHCP e LHCP, diagrama cardioide) | Antena Carga Útil Banda S (quadrifilar, polarizações RHCP e LHCP, diagrama formatado) | Antena Carga Útil UHF (quadrifilar, polarizações RHCP e LHCP, diagrama formatado)
48;OMNISYS ENGENHARIA;São Bernado do Campo;Rua Prof. Rubião Meira, 50 - Planalto;A Omnisys atua nos mercados civil e militar nos segmentos de defesa, segurança, espacial, aeroespacial e científico. A empresa fornece equipamentos embarcados para os satélites dos programas espaciais CBERS e PMM e equipamentos de solo para os Centros de Lançamento de Alcântara (CLA) e da Barreira do Inferno (CLBI). Possui mais de 35 Produtos Estratégicos de Defesa, destacando-se os radares de controle do espaço aéreo e defesa aérea, radares de rastreio, sistemas de monitoramento do espectro eletromagnético e estações de telemedidas para a Força Aérea, os radares autodiretores de mísseis e sistemas de guerra eletrônica para a Marinha e os sistemas de rastreio de engenhos em voo para o Exército. A Omnisys possui certificação ISO 9000, ISO 14001 e ANAC e seus produtos e serviços estão presentes em diversos países da Europa, Ásia, África e América Latina;Omnisys operates in the civil and military markets in the defense, security, space, aerospace and scientific segments. The company supplies onboard equipment for the satellites of CBERS and PMM space programs and ground equipment for the Alcântara Launch Centers (CLA) and Barreira do Inferno (CLBI). Omnisys has more than 35 Strategic Defense Products, emphasizing airspace and air defense control radars, tracking radars, electromagnetic spectrum monitoring systems and telemetry stations for the Air Force, the Self-directed missile radar and electronic warfare system for BR Navy and a transportable instrumentation for Test Range for the BR Army. Omnisys is ISO 9000, ISO 14001 and ANAC certified. Omnisys products and services are present in several countries in Europe, Asia, Africa and Latin America.;Tecnologia a serviço do Brasil.;Leandro Tomazelli Cordeiro;leandro.cordeiro@thalesgroup.com;www.omnisys.com.br;+55 12 3205-0070;Satélites | Hardware | Software | Serviços;Subsistema de Transmissão de Imagens - MWT - TRL9 - Prog. CBERS | Subsistema de Transmissão de Imagens - AWDT - TRL 8 - Prog. PMM. | Subsistema OBDH - CBERS - TRL9. Prog. CBERS | Computador de Controle de Atitude e Orbita - AOCS (HW) – Progr. CBERS - TRL6. | Subsistema de Coleta de Dados - DCS - TRL9. Progr. CBERS | TT&C Banda S - SDR - TRL4. | Bancos de Testes EGSE MWT, OBDH, AOCS e DCS (CBERS) e EGSE AWDT (PMM). Qualificado em voo Segmento Espacial Solo | Estação de Telemedidas Banda S (TRL9) | Sistema de Rastreio Ótico - SISROT (TRL9 ) | Sistema de Monitoramento do Espectro Eletromagnético - SIMO (TRL9) | Radar de Trajetografia em Banda C (TRL9) | Serviços de desenvolvimento, fabricação, testes, treinamento, suporte logístico e manutenção
49;OPTO SPACE & DEFENSE;São Carlos;Rua Joaquim A. R. de Souza, 1071;A OPTO S&D é uma Empresa Estratégica de Defesa de capital Nacional especializada no desenho e fabricação de sistemas optrônicos destinados ao emprego nas áreas de produtos e soluções aeroespaciais, de defesa e industriais. A OPTO S&D tem sido líder de mercado no desenvolvimento de produtos de ponta por mais de 30 anos. No Brasil e em vários outros países a marca OPTO S&D é conhecida pela excelência na concepção e fabricação de sistemas optrônicos de alta complexidade, incluindo desde os componentes ópticos de precisão, como também seus sistemas eletrônicos de alta confiabilidade, mecânica fina e engenharia de sistemas. Através da fabricação própria de muitos componentes críticos e de alta qualidade, a OPTO S&D possui grande experiência visando a diminuição da dependência de fornecedores externos críticos e assim poder garantir a melhor qualidade do produto e confiabilidade consistente com os objetivos do cliente e da missão.;OPTO S&D is a Brazilian Strategic Defense Company specialized in the design and manufacture of optronic systems for aerospace, defense and industrial products and solutions. OPTO S&D has been a market leader in the development of cutting-edge products for over 30 years. In Brazil and in several other countries, the OPTO S&D brand is known for excellence in design and manufacture of highly complex optronic systems, including precision optical components, highly reliable electronic systems, fine mechanics and systems engineering.;-;Claudio Carvas;optosd@optosd.com.br;www.optosd.com.br;+55 16 3509-1000;Satélites | Aplicações | Hardware | Software;Câmeras de alta resolução para satélites, sistemas de imageamento multiespectral | Sistemas de orientação e detecção laser, Laser Range Finders, Espoletas de proximidade laser e RF, sistemas de visão térmica, sistemas de imagem de infravermelho, câmeras multiespectrais aéreas. | Lentes esféricas e anesféricas, prismas, planos de referência, ópticas de IR, filtros dicroicos, revestimentos antirreflexos especializados para o aeroespaço, revestimentos resistentes a radiação. | Soluções especializadas usando sistemas de visão térmica e câmeras multiespectrais.
50;ROHDE & SCHWARZ;São Paulo;Avenida Magalhães de Castro 4.800 - 17º andar, Conjunto 171 - Continental Tower;A Rohde & Schwarz do Brasil, parte integrante do grupo Rohde & Schwarz, um dos principais fabricantes de equipamentos eletroeletrônicos do mundo, comercializa produtos/ equipamentos e soluções para as áreas de Teste e Medição, Broadcast e Mídias, Comunicações Seguras, Cibersegurança e Radiomonitoramento. Nos setores de espaço aéreo e defesa, a inovação e tecnologias de ruptura são fundamentais para o sucesso. Para garantir o êxito, é preciso cumprir os requisitos mais exigentes de testes e verificação dos sistemas eletrônicos. Como uma consagrada parceira do setor, a Rohde & Schwarz fornece as melhores soluções de teste e medição do mercado para sistemas de radar, guerra eletrônica, satélite, navegação, orientação, comunicação e radiomonitoramento de sistemas e componentes espaciais. Com excelência em “T&M” e décadas de experiência no setor, nós fornecemos aos clientes os recursos para desafiar os limites do progresso tecnológico no setor de espaço aéreo, defesa e espaço.;Rohde & Schwarz do Brasil, an integral part of Rohde & Schwarz group, one of the main manufacturers of electronic equipment in the world, commercializes products / equipment and solutions for the areas of Test and Measurement, Broadcast and Media, Secure Communications, Cybersecurity and Radiomonitoring. In the airspace and defense sectors, innovation and disruptive technologies are essential factors To ensure the success, the most demanding requirements for testing and verifying electronic systems must be fulfilled. As a renowned partner in the industry, Rohde & Schwarz provides the best test and measurement solutions on the market for radar, electronic warfare, satellite, navigation, guidance, communication and radio-monitoring systems for space systems and components. With excellence in “T&M” and decades of experience in the sector, we provide customers with the resources to challenge the limits of technological progress in the airspace, defense and space sector.;-;Heloá Campos Muñoz;heloa.campos@rohde-schwarz.com;www.rohde-schwarz.com/br;+55 11 2246-0000;Aplicações | Hardware;Soluções de teste e medição
51;ROSENBERGER;Caçapava;Av. Cabletech, 601 – Guamirin;O grupo Rosenberger, com mais de 11.300 funcionários em nossa sede na Alemanha, fábricas e escritórios de vendas na Europa, Ásia e também na América do Norte e do Sul, está empenhado no desenvolvimento, fabricação e vendas de nossos produtos. O grupo Rosenberger pode ser encontrado globalmente com suas próprias empresas locais e parceiros de vendas confiáveis. Por mais de meio século, o nome Rosenberger foi associado à mais avançada tecnologia, qualidade e criatividade. Rosenberger é um fabricante líder mundial de soluções de conectores nos campos de tecnologia de alta frequência e fibra óptica. Nossos clientes incluem renomadas empresas de alta tecnologia em tecnologia celular e telecomunicações, sistemas de dados, eletrônica médica, tecnologia de medição industrial, eletrônica automotiva e campos de eletromobilidade. O centro de usinagem customizado possui uma excelente reputação como fornecedor de peças para dispositivos e sistemas tecnicamente desafiadores. A Rosenberger investe estrategicamente no desenvolvimento de novos produtos de alta qualidade, nos mais avançados processos de fabricação e negócios, na conservação de recursos e proteção ambiental. Mas em particular nos seus colaboradores: a sua capacidade técnica e a sua motivação são o futuro da empresa.;The Rosenberger group with more than 11,300 employees in our headquarters in Germany, manufacturing plants and sales offices in Europe, Asia as well as in North and South America, is engaged in development, manufacture and sales of our products. The Rosenberger group can be found globally with its own local companies and trusted sales partners. For more than half a century, the name Rosenberger has been associated with the most advanced technology, quality and creativity. Rosenberger is a world-wide leading manufacturer of connector solutions in the high-frequency and fiber optic technology fields. Our customers include renowned high-tech companies in cellular technology and telecommunications, data systems, medical electronics, industrial measurement technology, automotive electronics and electro-mobility fields. The custom machining center enjoys an excellent reputation as a supplier of piece parts for technically challenging devices and systems. Rosenberger invests strategically in the development of new high-quality products, in the most advanced manufacturing and business processes, in resource conservation and environmental protection. But in particular in its employees: Their technical ability and their motivation are the future of the company.;Ser um dos três principais fabricantes globais de conectividade de alta velocidade nos setores Aeroespacial, Comunicação, Automotivo, Teste e Medição e Medicina;Alan Cepinho;alan.cepinho@rdt.com.br;www.rosenberger.com.br;+55 12 3221-8513 | +55 12 3221-850;Satélites | Hardware;Tecnologia de alta frequência | Produção - fabricação de conectores | Montagem de conector | Galvanoplastia - revestimento de superfície | Usinagem personalizada - tecnologia de transmissão e chassis. | Cablagem
52;RSA;Rio de Janeiro;Av. Marechal Câmara – 160 / 1123;Desde 2001 solucionando problemas de integração tecnológica, a RSA ENGENHARIA LTDA é uma empresa formada por profissionais experientes oriundos da Força Aérea Brasileira que atuaram em mais de trinta anos no desenvolvimento da proteção ao voo no Brasil. Seu objetivo é o desenvolvimento da maioria dos componentes vitais destinados ao Sistema de Controle do Espaço Aéreo Brasileiro (SISCEAB), bem como a consultoria, o projeto, a integração, a instalação e a manutenção de sistemas ligados ao controle de tráfego aéreo. Atuando na área Aeroespacial e de Defesa, executou serviços no projeto do VLS-1 e no CYCLONE-4. Sistemas ATS. Tecnologia da Informação e Desenvolvimento de Dispositivos e Sistemas. na implantação de sistemas de telecomunicações fixo e móvel. no desenvolvimento de softwares, firmwares e de equipamentos eletrônicos.;Since 2001 solving technological integration problems, RSA ENGENHARIA LTDA is a company formed by experienced professionals from Brazilian Air Force who have worked for more than thirty years on the development of flight protection in Brazil. Its objective is the development of most of the vital components of the Brazilian Airspace Control System (SISCEAB), as well as the consultancy, design, integration, installation and maintenance of systems linked to air traffic control. Acting in the Aerospace and Defense area, he performed services at the VLS-1 project and at the CYCLONE-4. ATS systems. Information Technology and DevelopmWent of Devices and Systems. at the implementation of fixed and mobile telecommunications systems. at the development of software, firmware and electronic equipment.;Há 19 anos solucionando problemas de integração tecnológica;Rivaldo da Silva Alves Júnior;comercial@rsaengenharia.com.br;www.rsaengenharia.com.br;+55 21 2215-7151 | +55 21 2210-2393;Infraestrutura | Serviços;Sistemas ATS (Air Traffic Service) | Tecnologia da Informação | Desenvolvimento de Dispositivos e Sistemas | Desenvolvimento de hardware, firmware e software. | Redes Digitais, Enlaces Rádio Terrestre, Sistemas de Comunicações Óticas | Sistemas de Comunicações por Satélite | Sistemas embarcados
53;SIATT;São José dos Campos;Parque Tecnológico de São José dos Campos Centro Empresarial I, Sala 206 Est. Doutor Altino Bondensan, 500 - Distrito de Eugênio de Melo;A SIATT é uma empresa brasileira especializada na integração de sistemas de alto teor tecnológico, que fornece soluções para demandas dos setores de defesa e aeroespacial. A SIATT conta com uma equipe técnica altamente qualificada, composta por mais de 70 colaboradores, predominantemente engenheiros com vasta experiência e especialização no setor. A SIATT está instalada no Parque Tecnológico de São José dos Campos/SP, beneficiando-se das facilidades do maior complexo de inovação e empreendedorismo do Brasil que abriga arranjos produtivos locais, centros empresariais, centros de desenvolvimento tecnológico, universidades e sofisticados laboratórios.;SIATT is a Brazilian company that has expertise in integration of high-tech systems, providing solutions for the defense and aerospace markets. The Company works with: SIATT has a highly qualified technical team, composed of more than 70 employees, mainly engineers with wide experience and expertise in the sector. SIATT’s facilities are located in the Technological Park of São José dos Campos – SP, considered the largest complex of Innovation and Entrepreneurship inside Brazil, which aims to promote science, technology, innovation and entrepreneurship, addressing competitive and sustainable development.;Criatividade, Agilidade, Entrega.;Regis Marongio Borges;regis@siatt.com.br;www.siatt.com.br;+55 12 2012-0070;Satélites | Software;MANSUP – Míssil Antinavio Nacional | MSS 1.2 AC – Míssil Superfície-Superfície Antitanque
54;SPECTRA TECNOLOGIA;São Paulo;Rua Dr. Silva Leme 10 – Belenzinho;A Spectra Tecnologia é uma empresa 100% brasileira, fundada em 1988 e com sede em São Paulo, Brasil. Possui corpo técnico altamente qualificado e atua nos seguintes segmentos: • Pesquisa e Desenvolvimento de Sistemas Eletromecânicos complexos. • Projeto Eletrônico e Desenvolvimento de Software para Sistemas Embarcados, Aquisição de Dados, Instrumentação e Controle nos segmentos Automotivo, Defesa e Aeroespacial. • Modelagem Matemática para Modelos de Simulação e Controle. • Projeto de dispositivos mecânicos de ensaios. • Possui Certificação ISO 9001:2015 e tem uma área industrial de 5.200 m2 com Laboratório de Ensaios de Durabilidade e Vibração, ferramentaria, linha de montagem de placas de circuitos eletrônicos e infraestrutura administrativa. O Laboratório de Ensaios é uma das maiores plantas em operação no Brasil e possui a Acreditação ISO 17025 pelo INMETRO. Foi Certificada em 2013 como Empresa Estratégica de Defesa- EED, com o foco no desenvolvimento de Simuladores.;Spectra Tecnologia is a 100% Brazilian company, founded in 1988 and based in São Paulo, Brazil. It has highly qualified technical staff and operates in the following segments: • Research and Development of complex Electromechanical Systems. • Electronic Design and Software Development for Embedded Systems, Data Acquisition, Instrumentation and Control in the Automotive, Defense and Aerospace segments. • Mathematical Modeling for Simulation and Control Models. • Design of mechanical testing devices. • It has ISO 9001:2015 certification and has an industrial area of 5,200 m2 with Durability and Vibration Testing Laboratory, tooling, assembly line of electronic circuit boards and administrative infrastructure. The Testing Laboratory is one of the largest plants in operation in Brazil and has ISO 17025 Accreditation by INMETRO. It is enabled to perform vibration and durability tests of aerospace equipment.;Tecnologia 100% nacional.;João Carlos Boaevntura;joao@spectratecnologia.com.br;www.spectratecnologia.com.br;+55 11 5574-6544;Hardware | Software | Serviços | Outros;Sistemas Embarcados de Controle Eletrônico Multiplexados | Sistemas de Controle e Aquisição de Dados | Sistemas de Controle De Ensaios de Durabilidade (Software e Hardware). | Prestação de Serviços de Ensaios de durabilidade e vibração. | Simuladores de voo Full Flight com plataforma de Movimento | Dispositivos de treinamento de voo tipo FTD | Simuladores para treinamento de Tiro de Armas Leves | Sistema de ensaios de vibração da divisão aeroespacial (Univ. de La Plata – Argentina). | Sistema de ensaios de vibração do foguete lançador de satélites (Argentina) | Laboratório de ensaios de materiais compostos do ITA.
55;STMICROELECTRONICS;São Paulo;Av. Brigadeiro Faria Lima, 201 – Cj 152;Empresa global fabricante de semicondutores que tem como visão: “Everywhere microelectronics make a positive contribution to people’s lives, ST is there”. Presente com soluções para várias aplicações focadas em 4 verticais principais: • Automotivo: forte presença e uma das habilitadoras dos EV’s devido a inovação em SiC e GaN. • Industrial: soluções de aplicação dedicadas a controle de motor com um portfólio completo de sensores. • Personal Electronics: uma ampla linha de microcontrollers permite uma aplicação ótima as necessidades do cliente. • Communication, Computer & peripherals: comunicação é chave para o novo mundo de IoT e possuímos uma linha completa para baixa taxa de dados até altas taxa, com vários protocolos já implantados mundialmente. Dentro desta vertical é onde se encontram os componentes dedicados para aplicação aeroespacial. Todo nosso desenvolvimento está embasado em utilização de tecnologia sustentável.;Global semiconductor manufacturer that has the vision: “Everywhere microelectronics make a positive contribution to people´s lives, ST is there”. Present with solutions for many applications focused on 4 main verticals: • Automotive: strong presence and one of the enablers of EVs due to innovation in SiC and GaN • Industrial: Application solutions dedicated to motor control with a complete portfolio of sensors. • Personal Electronics: A wide range of microcontrollers allows an optimal application to the customer’s needs. • Communication, Computer & peripherals: Communication is key to the new world of IoT and we have a complete line for low data rates up to high rates, with several protocols already implemented worldwide. Within this vertical is where are the dedicated components for aerospace application. All our development is based on the use of sustainable technology.;Life Augumented.;Ricardo Tortorella;ricardo.tortorella@st.com;www.st.com;+55 11 2101-1650;Hardware | Outros;Fabrica semicondutores | Componentes eletrônicos para altos níveis de radiação
56;SUBSTANCIA;São José dos Campos;Av. 9 de Julho, 765 Sala 31 3º Andar;Fundada em 2019, empresa de Engenharia voltada ao Desenvolvimento do Produto, focada em Materiais e Processos, Gerenciamento de Projetos e P&D. Integra uma formação acadêmica continuada à 25 anos de atuação na indústria de Construção Mecânica, Aeroespacial, Proteção à Vida e Energia Renovável. Na área específica de Materiais e Processos, do conceito à certificação, podemos atuar em diversas fases de um projeto de P&D. Partindo de um projeto aprovado coordenamos os recursos às necessidades particulares do projeto. Em desenvolvimento do produto, atuamos tanto na área de coordenação quanto na execução do projeto, fazendo a integração entre as tecnologias do projeto, atuando junto ao core-team antecipando cenários minimizando riscos. Completamos nosso portfólio de escopo ao congregarmos consultores que nos auxiliam em necessidades específicas tecnológicas (e.g., data science, machine learning, IA, Sistemas de Controle) e empresariais.;Founded in 2019, an Engineering company focused on Product Development, focused on Materials and Processes, Project Management and R&D. It integrates an academic formation continued for 25 years of experience in the Mechanical Construction, Aerospace, Life Protection and Renewable Energy industry. In the specific area of Materials and Processes, from concept to certification, we can act in several phases of an R&D project. Starting from an approved project, we coordinate resources to the particular needs of the project. In product development, we work both in the area of coordination and in the execution of the project, making the integration between the technologies of the project, working with the core-team anticipating scenarios, minimizing risks. We complete our scope portfolio by bringing together consultants who assist us in specific Technological (e.g., data science, machine learning, AI, Control Systems) and Business needs.;Momentum Soluções Aplicadas, protegendo os intangíveis do seu Negócio.;Alexandre Hyodo;ahyodo@substancia.eng.br;www.substancia.eng.br;+55 12 98100-1165;Aplicações | Serviços;Proteção balística de UHMWPE para Nível III+ | Tecido Multicamadas | Gerador Eólico 3MW | Oil & Gas -Sistema de Proteção para Teste Hidráulico | Compósito de Matriz Metálica
57;Telespazio Brasil S/A;Rio de Janeiro;Avenida Rio Branco 1, 1807 / 1808;Telespazio, uma joint venture entre Leonardo (67%) e Thales (33%), é uma das principais líderes em soluções e serviços via satélite. A Telespazio oferece a instituições, empresas e consumidores, serviços de ponta para setores estratégicos. Desde o design e desenvolvimento de sistemas espaciais ao gerenciamento de lançamentos e serviços de controle em órbita para satélites. Desde serviços de Observação da Terra a comunicações integradas e posicionamento de satélites. Contando com uma rede estruturada de centros espaciais, teleportos, e empresas, a Telespazio se orgulha de ter uma presença ampla e estabelecida no mundo.;Telespazio, a joint venture between Leonardo (67%) and Thales (33%), is one of the world’s major players in satellite solutions and services. Telespazio offers institutions, companies, and consumers cutting-edge services in strategic sectors. From designing and developing space systems to managing launch and in-orbit control services for satellites. From Earth Observation service, to integrated communications and through to satellite positioning. With a structured network of space centers, teleports, and companies abroad, Telespazio can boast of a widespread, established presence in the World.;WE ARE TELESPAZIO;MARZIO LAURENTI;andrea.davila@telespazio.com;www.telespazio.com;+55 21 2141-3110;Satélites | Hardware | Serviços;Telecomunicações via satélite | Design e desenvolvimento de sistemas espaciais | Gerenciamento de lançamentos e serviços de controle em órbita para satélites. | Observação da Terra | Comunicações integradas | Posicionamento de satélites.
58;Téxvn Group;Rio de Janeiro;Avenida Embaixador Abelardo Bueno, Bloco 02, Loja 113, 1111;Nossa empresa irá fazer dois anos de vida na próxima semana dia 07 de Outubro. Esta- mos construindo uma empresa para o futu- ro, então estamos focando em desenvolver tecnologias avançadas para o setor aeroespa- cial, pois observamos a falta de empresas de tecnologia nesse setor tão vasto e incrível no Brasil. Queremos ajudar e muito o setor ae- roespacial como um todo desenvolvendo ex- celentes softwares dentro do nosso país e não importando tecnologia.;Our company will be two years old next week on the 7th of October. We are building a company for the future, so we are focusing on developing advanced technologies for the aerospace sector, as we see a lack of technology companies in this vast and incredible sector in Brazil. We really want to help the aerospace sector as a whole by developing excellent software in our country and not importing technology;Juntos, da ideia ao futuro;Gabriel Nisã Brandão Casaes Monteiro;gabrielnisabcmonteiro@gmail.com;www.texvn.group;+55 21 98681-9086;Aplicações | Software | Serviços;BI/Data Science, CIO as a Service, Cloud, Cybersecurity | Desenvolvimento de software
59;TROYA;São José dos Campos;Av. Cesare Mansueto Giulio Lattes, 501;A TROYA é capaz de atender as mais diversas indústrias com soluções de excelência, tecnologia de ponta e um corpo técnico de engenheiros altamente qualificado. Sua atuação principal têm sido fazer parte da Cadeia Produtiva de Ferramental dos setores aeronáutico e aeroespacial, trabalhando com as principais empresas destes setores. A TROYA também oferece Soluções de Processos e Dispositivos para outros segmentos, como Automotivo, Defesa, Óleo e Gás, Energia Eólica, Agrícola e Logística. Para atender a demanda destes complexos e competitivos mercados, a TROYA possui técnicos e engenheiros especializados pelo Instituto Tecnológico de Aeronáutica (ITA) para realizar o desenvolvimento de projetos, processos, cálculos estruturais, especificações técnicas, medições tridimensionais utilizando equipamentos de alta precisão, entre outras atividades.;TROYA is able to serve several industries with excellent solutions, cutting-edge technology and a highly qualified team of engineers. The company is part of the Tooling Productive Chain of the aeronautical and aerospace sectors, working with the main companies in these sectors. TROYA also offers Process and Device Solutions for other segments, such as Automotive, Defense, Oil and Gas, Wind Energy, Agriculture and Logistics. To meet the demand of these complex and competitive markets, TROYA has specialized technicians and engineers from the Technological Institute of Aeronautics (ITA) to carry out the development of projects, processes, structural calculations, technical specifications, three-dimensional measurements using high precision equipment, among others. activities.;-;Francilio Graciano;troya@troya.ind.br;www.troya.ind.br;+55 12 3935-4100;Serviços;Desenvolvimento e produção de ferramental | Pesquisa e Desenvolvimento(P&D) processos industriais | Projetos e engenharia de ferramental industrial | Suporte técnico em ferramentas industriais
60;VILLARES METALS;Sumaré;R. Alfredo Dumont Vilares, 155 - Jardim Santa Carolina (Nova Veneza);No Portfolio Estratégico do Ministério da Defesa a Villares Metals S.A. atua nos segmentos de Armas e Munições Leves e Pesadas, Plataformas Militares Terrestre, Aeronáutica e Naval, Propulsão e Energia Nuclear, Sistemas Espaciais de Defesa, Equipamentos de Uso Individual. Há mais de 40 anos a empresa produz Aços Especiais e Ligas de Níquel destinados a componentes para aeronaves, artilharia (tubos de canhão, culatra e cunha), mísseis e foguetes, navios e submarinos, equipamentos nucleares (circuitos primário, secundário e enriquecimento de urânio), aeroespaciais, armas e munições leves e pesadas, proteção balística, componentes para veículos blindados, peças para motores e geração de energia (hidroelétrica, eólica, termoelétrica), componentes para óleo e gás, bens de consumo, ferramental para fabricação de componentes, e outros segmentos sob consulta.;In the Strategic Portfolio of the Ministry of Defense, Villares Metals S.A. operates in the segments of light and heavy weapons and ammunition, terrestrial military platforms, naval and aeronautical platforms, propulsion and nuclear energy, space defense systems and equipment for individual use. For over 40 years, the company has been producing Special Steel and Nickel Alloys for components for aircraft, artillery (cannon tubes, breech and wedge), missiles and rockets, ships and submarines, nuclear equipment (primary, secondary and uranium enrichment circuits), aerospace, light and heavy weapons and ammunition, ballistic protection. It also supplies components for armored vehicles, parts for engines and power generation (hydroelectric, wind, thermoelectric), components for oil and gas, consumer goods, tooling for components manufacturing and other segments on request.;A Villares Metals há mais de 40 anos participa em todos os desenvolvimentos;Leonardo Taborda Sandor;leonardo.sandor@villaresmetals.com;www.villaresmetals.com.br;+55 19 3303-8139 | +55 19 99294-9160;Aplicações | Serviços;Aços carbono, aços de baixa liga e aços de construção mecânica | Aços de baixa liga de ultra alta resistência | Aços inoxidáveis austeníticos, martensíticos, ferríticos, duplex, e martensíticos endurecidos por precipitação | Aços Ferramenta para trabalho à quente, trabalho à frio, para moldes e matrizes, aços rápidos, para ferramentas de corte, e outros | Aços Maraging com resistência superior aos aços de Ultra Alta Resistência para aplicações em mísseis, foguetes, enriquecimento de urânio, proteção balística | Ligas e Superligas à base de níquel
61;Visiona Tecnologia Espacial S.A.;São José dos Campos;Estrada Doutor Altino Bondesan, Bloco 02 Sala 202, 500;A Visiona é uma joint venture entre Em- braer Defesa & Segurança e Telebras, com portfólio de produtos e serviços focados no desenvolvimento de projetos e integração de sistemas espaciais, além de produtos e servi- ços de sensoriamento remoto e telecomuni- cações por satélite, bem como aerolevantamento SAR nas bandas X e P.;Visiona is a joint venture between Embraer Defense & Security and Telebras, with a portfolio of products and services focused on the development of space systems projects and integration, as well as remote sensing and satellite telecommunications products and services, and SAR aerial survey in X and P bands.;A integradora brasileira de sistemas espaciais.;Ricardo Amaral Contaifer;ricardo.contaifer@gmail.com;www.visiona.com.br;+55 12 2138-5801;Satélites | Aplicações | Software | Serviços;Subsistema de Controle de Órbita e Atitude de satélites (AOCS) | Subsistema de Gestão de Dados de Bordo (OBDH) | Rádio Definido por Software (SDR) | VCUB | Serviços de Radar Interferométrico e Polarimétrico operando nas bandas X e P | Plataforma Visiona de Imagens e Algoritmos como Serviço (Plataforma WebVis) | Fornecimento de Imagens de Satélite | Serviços de Geotecnologia para detecção de Mudanças | Serviços de Geotecnologia para Gestão de Mudanças utilizando imagens de alta resolução | Serviços de Inteligência Geográfica | Serviços de Geotecnologia DInSAR | Serviços de Treinamento em SAR | Serviços de Telecomunicações 1 | Serviços de Telecomunicações 2 | Serviços de Desenvolvimento e Integração de Sistemas Espaciais
